fips,0-17,18-24,25-34,35-44,45-54,55-64,65-74,75-84,85+
49001,3509,1653,1319,1400,1283,1477,1133,519,240
49003,29073,10767,11023,11352,9874,9954,7503,4499,1901
49005,60726,42861,27982,22395,17856,18218,12928,7821,3608
49007,9787,4554,4613,4135,3832,4884,3547,1867,938
49009,264,174,126,121,161,286,170,68,38
49011,179450,67595,80422,75174,60951,57637,38515,22079,8730
49013,9905,3174,4126,3505,3016,3179,2221,1354,492
49015,5468,1937,2000,2034,1919,2331,1791,920,312
49017,2026,906,914,847,935,1204,971,379,266
49019,4179,1713,2659,2437,2342,3058,2080,1115,346
49021,25077,16736,11593,10064,8552,9492,7064,4199,1145
49023,5815,2008,2055,2219,1747,1837,1457,800,362
49025,3215,1513,1485,1389,1688,2045,1894,1015,416
49027,6718,2551,2402,2280,2478,2837,2177,1326,533
49029,5858,1773,1680,2117,2007,2004,1380,777,149
49031,690,232,360,382,269,440,502,249,71
49033,1127,334,443,418,357,492,398,126,85
49035,544003,240679,315613,267861,223367,213946,138739,75272,33219
49037,8015,3379,2986,2827,2823,3091,2135,1036,479
49039,12939,8931,5766,5580,5151,5149,4191,2211,876
49041,10592,3938,4050,4431,3766,4260,3512,1986,895
49043,18611,8297,8884,9604,10605,10264,5993,2684,1036
49045,35179,12553,14119,15455,12037,11121,7201,3849,1543
49047,20427,7384,9549,8210,6303,6635,4382,2408,969
49049,317248,185628,134811,114772,83465,75210,55578,32623,13380
49051,14411,4737,6069,6610,5469,4991,3256,1458,454
49053,73517,30529,33081,29824,25784,30051,29520,18293,7566
49055,1171,415,456,465,467,630,547,215,117
49057,124866,53665,65293,55456,48962,48683,33722,19028,8538
50001,11438,8916,6279,6810,8355,9289,6527,3392,1521
50003,13997,8303,6762,7013,9496,10531,8348,4665,2535
50005,11663,6552,5883,6159,7181,8406,5972,3121,1426
50007,57244,49265,38825,33069,38003,38088,24993,13650,7100
50009,1840,866,894,1027,1396,1620,1291,673,298
50011,20986,9181,11081,11422,12883,12571,8347,4226,1964
50013,2224,1240,1169,1354,1793,2074,1395,540,253
50015,9188,4881,5235,5376,5755,6150,4303,2403,844
50017,9778,5125,5059,5377,6902,7860,5587,2635,1071
50019,9487,4714,4912,5126,5968,6929,5487,2815,1383
50021,21783,13684,12119,11919,15479,17390,13230,6751,3320
50023,21987,12432,12083,13196,15001,16465,11395,6228,2838
50025,16242,9173,9174,8912,11138,13404,9662,4894,2422
50027,21185,10372,11866,11482,14813,17387,13451,7402,2990
51001,14431,7404,8071,7530,8511,10996,8364,4451,1972
51003,41690,25793,24210,22113,24116,26778,19376,11265,6120
51005,6176,3163,3096,3307,3993,4516,4228,2270,1005
51007,6095,3198,2719,3076,3698,4042,3145,1461,688
51009,12388,7059,5882,7175,8300,8702,6800,4025,1349
51011,6590,3052,3282,3460,3898,4235,3448,1822,759
51013,81704,48844,103018,68243,54573,49205,33487,16856,9281
51015,30337,15375,16420,16805,20431,22256,17524,10125,3251
51017,2194,960,1177,1418,1643,1537,1405,793,324
51019,31678,14969,13934,16621,20746,22397,17610,9171,3124
51021,2340,1388,1597,1828,1756,1891,1620,954,249
51023,12838,6355,5940,6628,9117,9783,7891,4266,1536
51025,6388,4112,3635,3913,4190,4688,3847,2253,938
51027,9364,5208,5638,5569,6743,7600,5934,3596,1051
51029,6339,3291,3905,3810,4323,4388,3399,1941,545
51031,22548,11846,13022,12689,14468,14682,11598,6976,2549
51033,12757,5996,7109,7102,7598,7399,5647,2750,1235
51035,12010,5721,6014,6982,8186,9114,7702,4212,1657
51036,1909,1033,1106,1117,1767,1909,1455,743,276
51037,5322,2665,2056,2692,3191,3625,2798,1515,804
51041,146297,69903,70707,77854,82469,78508,53881,25167,11779
51043,6057,2964,2857,2949,4107,4233,3438,1827,882
51045,2089,553,1231,1142,1739,1681,1233,740,246
51047,20815,8417,9677,10727,12103,10958,7934,4009,1726
51049,4156,2346,1852,2367,2861,3008,2838,1088,483
51051,6205,3381,3521,3754,4064,4564,3841,1980,671
51053,11790,6524,6187,7062,8196,8162,6181,3019,1449
51057,4735,2565,2157,2704,2855,3156,2585,1552,506
51059,489022,220680,278082,283480,286206,259740,168272,85163,38014
51061,28450,12167,12773,14242,17739,16432,11960,6150,2497
51063,6453,2434,3060,3554,4127,4412,3694,1769,828
51065,10340,5227,5214,6168,6369,6224,5640,2864,1208
51067,22393,11585,11580,11903,14474,16659,14108,7779,2127
51069,36268,16072,18093,19079,21741,20228,14882,8485,3066
51071,7093,3359,3575,4169,4413,4570,3950,2014,885
51073,14820,7703,7812,7972,10145,10755,7877,3937,1854
51075,8514,3939,3517,4972,6287,6802,5340,2413,880
51077,5662,3130,2941,3290,4161,4550,3846,2257,989
51079,8660,3284,4438,4264,4956,4800,3779,1569,926
51081,3603,2309,2547,2941,2839,2566,2024,1175,222
51083,15860,7594,7365,8058,9209,10646,8936,4875,2408
51085,41354,20713,18213,21642,26469,25926,18145,9939,4078
51087,141478,63984,82790,77970,78707,76350,51717,27378,15286
51089,22163,10593,10774,11713,14135,15163,12728,7688,2966
51091,730,314,309,278,470,976,842,442,157
51093,14641,6891,6820,7770,9846,10097,7455,4161,1375
51095,26712,12190,13200,13724,16934,17993,16499,9307,4032
51097,2564,1302,1334,1661,1756,2157,1831,973,346
51099,11025,4770,4987,5924,6156,5387,3830,1796,636
51101,6907,2802,3644,3785,4478,4059,3037,1437,590
51103,4039,2338,1783,1968,2540,3694,3835,2269,1313
51105,10178,5334,6345,6789,6807,7376,6469,3375,1306
51107,176364,59199,79722,100343,90921,64388,39799,20852,8583
51109,13500,5916,7076,7454,9074,9691,7190,3090,1527
51111,4478,2477,2392,2555,2994,3507,2653,1500,567
51113,5427,2617,2493,2758,3273,3855,3089,1611,882
51115,3393,1904,1649,1810,2585,3176,3179,1616,723
51117,12852,6356,6303,6881,8049,9487,8203,4604,2127
51119,3971,2521,2015,2084,2743,3808,3649,1925,824
51121,32688,50876,25966,20004,19420,20034,14643,8140,3875
51125,6263,3045,2922,2992,3760,5228,4474,2347,735
51127,8386,3707,4027,4740,5695,5961,4175,1546,559
51131,5116,2644,2640,2330,2889,3977,3375,1828,961
51133,4677,2545,2373,1951,3357,4514,4899,2769,704
51135,6816,4158,3940,3974,4495,4417,3756,2260,928
51137,15246,6155,7356,7727,8800,8781,7558,4553,1334
51139,10159,5094,5172,5688,6706,6823,6027,3122,1237
51141,7253,3690,3338,4451,5146,6028,5230,3055,1090
51143,24634,12043,12088,13429,16730,17699,14308,7752,2307
51145,10254,5404,5154,6482,8159,7631,5678,2541,931
51147,7902,11808,4336,4688,4858,5210,3907,2441,1356
51149,15019,8249,10449,9517,9157,8416,6252,2867,1368
51153,218408,89543,111639,115845,109756,87085,53882,25118,10613
51155,13865,7519,7495,8345,10252,10414,9187,4769,1994
51157,2547,1328,1081,1593,1737,2267,1913,982,294
51159,3116,1708,1913,2144,2341,2207,1618,1283,569
51161,37115,18265,18852,21560,23236,24859,19939,11377,5455
51163,8713,4741,4719,4725,6095,7278,6286,3801,1567
51165,32300,16095,15192,16002,18586,18897,14530,8840,3743
51167,12451,6365,6664,7309,8272,9217,7374,3736,1813
51169,8435,4366,4598,5076,5699,6309,5228,3223,1235
51171,16376,8262,8560,8918,11368,10700,9357,5211,2216
51173,12587,6519,6796,7287,8091,8774,6941,4401,1547
51175,6285,3056,3159,3611,5244,5007,3456,2073,636
51177,57757,25701,27782,28491,32039,28433,19568,9799,3915
51179,63006,30026,31268,31634,35097,26844,16608,8177,3419
51181,2505,1454,1390,1347,1940,2162,1623,939,232
51183,2172,2507,3708,3398,3342,3011,2309,1398,400
51185,17787,9629,9789,10825,11155,13332,10225,6309,2160
51187,17094,8348,8943,8571,10986,10299,7267,3812,1558
51191,20467,10785,11023,12139,14052,15395,12312,6625,2750
51193,7616,3968,4261,3836,4700,6025,5086,2728,1214
51195,15545,9229,9695,9396,9565,10637,7706,4065,1808
51197,12407,5902,6602,7382,8022,8849,7192,3811,1822
51199,30583,14870,14523,15091,17579,16068,11687,6325,2483
51510,55839,26360,59568,48258,38041,33745,22507,11100,5340
51520,7627,3729,4243,4146,4548,4736,3795,2183,1244
51530,3079,2319,1876,1542,1607,1892,1534,881,248
51540,15127,19017,16807,10153,9254,10133,6413,3469,1712
51550,106880,50328,58090,54414,59223,54116,35852,18340,8588
51570,7039,3439,3977,3565,3839,3888,3256,2383,1062
51580,2562,1659,1168,1668,1511,1678,1425,831,412
51590,19135,10209,10134,8445,10073,11983,9041,5639,3058
51595,3044,1589,1453,1337,1607,1610,1195,714,512
51600,9578,4933,6134,5647,5887,6007,3939,2699,1079
51610,6042,2411,3084,3255,3607,3295,2136,1257,530
51620,4207,1773,2242,1862,2005,2398,1735,894,530
51630,11201,11041,8044,6839,5455,5304,3699,2366,897
51640,3316,1496,1614,1675,2260,1922,1702,1047,681
51650,61199,37980,39258,30403,33396,35410,23995,14135,5426
51660,15953,30201,12895,9979,8465,7910,4830,3289,1650
51670,11710,5088,6309,5195,5513,5595,4593,2234,1461
51678,1599,6092,954,676,867,1447,1356,813,393
51680,30489,35714,18787,13903,14940,15895,11881,7541,4334
51683,20650,9245,11974,11275,10123,8978,5107,2434,1129
51685,7784,2980,4772,4488,4083,3150,1871,822,300
51690,6805,3248,2980,3399,3558,3744,3207,2129,955
51700,84818,51054,55889,41497,42053,41117,27919,16043,7370
51710,97644,87133,81076,52704,50538,50870,32857,18308,10114
51720,1886,1001,1174,1101,985,1215,900,453,167
51730,13911,8704,9208,6716,8587,9035,6191,3485,1743
51735,5568,2590,2733,2786,3414,3339,2789,1507,685
51740,45218,25326,29292,21624,22897,23472,16673,9613,4477
51750,4652,13417,3811,3261,2873,3356,2067,984,676
51760,81019,64309,76425,48444,50544,53344,33195,18290,10086
51770,46702,22154,29715,25781,25692,27138,19034,9845,6137
51775,9963,7409,5741,5259,6457,6848,5300,2906,1556
51790,9701,6139,6268,5493,5638,6610,5662,3534,1738
51800,41622,19042,21044,21514,22675,20818,14878,7878,3534
51810,196667,105189,133099,106723,108780,100691,71394,39164,17710
51820,10379,4724,5705,5753,5701,5316,4708,2923,1290
51830,3508,9668,3361,1799,1979,2602,2449,1529,604
51840,13518,7809,7642,7286,7695,7204,5502,3019,1756
53001,11631,4380,4330,4066,3619,3539,2396,1336,750
53003,9743,4945,5027,5030,5492,6659,5448,3077,1410
53005,98305,43977,48394,43536,44737,47065,33631,17800,8029
53007,37696,17752,19153,17208,18429,20875,16183,8433,4958
53009,26327,14134,14964,13864,15706,22318,20362,11189,5363
53011,208150,91015,104671,107484,107784,107891,77920,38144,17095
53013,1460,868,640,783,912,1194,1141,581,352
53015,49292,23291,24212,24512,26607,30203,23557,12701,5693
53017,19351,8460,8959,8635,9488,10049,7398,4105,1900
53019,2634,1599,1120,1533,1635,2564,1963,849,323
53021,53765,20474,24898,21698,18012,16493,10927,5749,2383
53023,967,316,408,391,454,782,491,323,190
53025,50101,21050,22081,20350,19241,19819,14194,7510,3317
53027,31091,15028,16605,16273,17657,21952,17081,8318,3920
53029,29970,17783,18866,15276,17300,22416,20198,10292,4681
53031,9792,5427,5628,5408,7206,12194,11453,5349,2065
53033,860975,454919,640167,564010,534247,510580,341470,179724,92248
53035,104496,63128,64500,54457,61543,68192,51265,25231,10691
53037,14771,18118,8957,8400,8582,10034,7714,3621,1979
53039,8858,4618,4188,5177,4987,7191,5829,2825,977
53041,33129,16165,16839,16461,18152,21254,17398,8514,4545
53043,3873,1729,1533,1834,2122,2883,2431,1434,438
53045,25109,12893,14581,13532,15670,19752,16276,8310,3186
53047,19646,9361,9396,9415,10175,13070,10828,5878,2103
53049,7339,3986,3622,3898,4705,7134,6637,3266,1335
53051,5069,2585,2143,2485,3237,4260,3832,1626,850
53053,381750,193893,228005,197322,204294,201202,138417,73505,33223
53055,3763,2158,2085,2458,3103,4681,4396,1938,818
53057,48934,23346,26384,24199,25921,30361,23580,12740,5656
53059,4354,1997,1947,2329,2834,3491,2285,1147,386
53061,339619,163182,200828,191390,201338,192926,124220,63866,29798
53063,211522,116862,128298,108343,116073,123650,89412,48175,22112
53065,18437,7795,7223,8383,10551,13564,10289,4797,2016
53067,113636,57804,68558,64279,63122,68813,51082,26406,10992
53069,1481,975,564,765,1066,1272,1506,734,247
53071,25711,17383,13869,12736,13613,15049,10938,6640,3696
53073,79909,63725,49033,43952,46033,50708,39383,19547,8720
53075,13625,28459,10772,7229,6781,7973,5660,3207,1535
53077,135136,57752,59874,55089,53296,52851,39322,21734,10140
54001,7186,5008,3650,3859,4331,4620,3734,1971,1115
54003,52895,22158,28517,28492,29696,28892,20540,9547,3842
54005,10074,4257,4766,5906,5632,6708,4778,2733,938
54007,6260,3065,3142,3279,3771,4472,3606,2097,659
54009,9139,5717,4561,5355,6066,7605,5894,3633,1628
54011,40928,29560,24523,22733,22890,25974,20115,11584,5355
54013,2997,1504,1310,1662,1974,2359,1789,890,534
54015,3958,1825,1765,2120,2337,2715,1979,1199,395
54017,3392,2195,1977,2006,2427,2529,1883,954,278
54019,19777,9184,10363,11046,11558,13803,10524,5633,2778
54021,2671,2995,2218,2140,2017,2051,1520,1008,404
54023,4703,2543,2395,2574,3106,3316,3036,1389,846
54025,14664,6996,8015,8338,9135,10619,9002,5363,1851
54027,10013,4606,4803,5399,6430,7010,5971,2640,1135
54029,13456,6477,6691,7597,8488,9766,7175,4436,2122
54031,5976,2746,3230,3472,3834,4119,3487,1697,904
54033,28928,13712,16290,16439,17080,18794,14087,8115,3612
54035,13569,6395,7005,7339,8128,8670,6644,4076,2103
54037,22595,11072,11142,12415,13868,13223,9753,4654,1805
54039,82686,41879,47945,46710,49477,58067,42537,25293,10306
54041,6805,3316,3650,3831,4358,4676,3942,2063,976
54043,10950,4953,5096,6088,6213,6999,5245,2952,1108
54045,15317,7265,7972,9484,8938,11923,8344,4159,1903
54047,8269,4500,4999,5035,5299,6960,4887,2798,1208
54049,23742,16146,12988,13852,14051,16429,12576,6641,3971
54051,14387,7131,7403,7995,8645,10587,7906,4763,1767
54053,12034,5332,6179,6700,7101,8719,6559,3698,1464
54055,26755,13926,14604,14295,15370,18369,14496,8241,3395
54057,11689,6227,5741,6384,7405,7835,6574,3113,1499
54059,11521,5256,6133,6365,6731,7777,5604,3100,978
54061,37279,51123,34524,23516,22391,23948,16790,9354,4325
54063,5504,2616,2698,2982,3403,4063,3965,1664,1068
54065,7004,3412,3317,4042,4859,5653,4430,2631,668
54067,11006,5509,5766,6005,6830,7990,6418,3775,1151
54069,17802,11120,9574,9813,10489,12875,9231,6091,3017
54071,2627,1452,1268,1424,1811,2321,1795,1180,618
54073,2801,1508,1468,1800,1990,1927,1612,862,374
54075,2925,1623,1641,1749,2270,2614,2176,1164,427
54077,13614,6761,8381,8364,8943,9711,7313,3878,1854
54079,26024,10542,13351,14510,14693,16303,11953,6610,2143
54081,34083,15533,18679,20114,18803,22926,17465,9576,4423
54083,12096,6678,7049,6486,7572,8307,7127,3600,1709
54085,3895,2138,1897,2143,2587,2813,2274,1287,538
54087,6563,3050,3032,3419,3732,4442,3512,2025,731
54089,5033,2412,2842,3452,3430,4227,3234,2102,799
54091,7959,4214,4337,4530,5006,5606,4162,2429,1020
54093,2385,1403,1287,1481,1744,1941,1713,951,392
54095,3493,1810,1639,1949,2342,2698,2008,1228,459
54097,10295,6442,5492,5521,6039,6758,5508,3078,1079
54099,18914,9150,9588,10514,11507,12242,9655,5180,2483
54101,3504,1600,1577,1884,2250,2601,2134,951,581
54103,6995,3547,3120,3670,4183,4606,3926,2430,988
54105,2294,1043,1053,1173,1617,1757,1246,642,210
54107,36351,17682,19384,19458,22187,23331,18362,10408,4558
54109,9643,4444,4687,5611,5439,7390,5368,2750,1121
55001,5519,2754,3283,3418,4528,5515,5096,2549,1083
55003,6281,3467,3057,2900,3509,4056,2881,1729,755
55005,17255,7599,8913,8492,10126,11090,8696,5242,2413
55007,4053,1850,1904,2171,3039,4046,3196,1639,569
55009,116275,54478,63140,58597,62358,60914,39582,23013,11023
55011,4305,1937,2143,2152,2801,2974,2184,1321,636
55013,4356,1952,1976,2243,2960,3758,3242,1889,578
55015,21343,8385,9179,10900,12437,11199,7262,4133,1751
55017,25546,10566,13499,13239,14795,15555,10597,6155,2983
55019,14619,4853,5318,5552,6249,6437,4438,2749,1660
55021,21500,9514,11087,11477,13433,13316,9297,5205,2359
55023,5461,2590,2882,2651,3499,3970,3125,1576,979
55025,199489,141069,136706,114910,112260,112599,74266,38668,19346
55027,33510,15266,19086,18397,22040,21205,14094,8925,4467
55029,8674,4392,4526,5031,6189,8309,7020,3643,1875
55031,16991,9255,10583,9088,10348,11141,7596,4213,2097
55033,15002,15042,8507,7669,8284,8734,6524,3820,1614
55035,39387,34696,25678,20144,21206,22597,16091,8680,4943
55037,1251,651,621,714,1144,1269,1070,589,238
55039,41875,20921,21651,21880,25220,25629,17846,10520,5555
55041,2862,1697,1347,1452,1817,2139,1687,1115,434
55043,17612,16348,9229,8309,9667,10713,7537,5149,2580
55045,14236,6082,6636,7290,8659,9002,6168,3500,1930
55047,7315,3012,3230,3429,4187,4713,3613,2181,1096
55049,8915,3463,4106,4402,5302,5494,3796,2069,1006
55051,1532,893,868,940,1271,1571,1386,883,414
55053,7283,3153,3785,3750,4353,4484,3393,1849,842
55055,34257,17516,17461,18267,20462,19980,14077,7627,3507
55057,8708,4007,4655,4928,6098,6289,4613,2637,1133
55059,79209,38827,40743,41351,45388,41534,26806,15083,7442
55061,7430,3204,3409,4009,4628,4802,3570,2265,1116
55063,44944,38444,27137,23212,25308,27558,19342,12136,5370
55065,6207,2459,2936,2627,3263,3604,2263,1469,738
55067,7019,3378,3485,3610,4673,5246,4200,2563,1188
55069,10102,4735,4811,5567,7136,7275,5272,3280,1450
55071,31894,15180,15942,16570,19945,21533,15204,9143,4804
55073,56090,25130,28077,28027,32100,31806,22513,13128,6972
55075,15165,7468,7449,7717,10315,11838,9015,5022,2689
55077,4628,1888,2109,2364,3266,3745,2871,1644,623
55078,2164,889,721,673,861,830,598,380,56
55079,460142,231421,284835,228588,223480,226200,145906,85602,46842
55081,19143,7199,9263,8728,9720,10392,7209,4209,1768
55083,12761,5471,5995,6838,9047,9213,6626,3608,1445
55085,12273,6412,6477,6474,8994,10623,8278,4792,2304
55087,80827,36749,42621,40644,45823,42449,28103,16046,7664
55089,35701,18805,15708,18041,22678,23698,16641,9595,4991
55091,2356,986,1023,1129,1390,1631,1189,742,356
55093,14134,11743,7476,7379,8514,8545,5316,2773,1476
55095,14974,6238,6935,7556,9540,10045,7270,4024,1810
55097,24325,22127,14422,12449,15195,15461,10816,6458,2727
55099,3846,2149,1924,2267,3157,3916,2823,1614,859
55101,93430,42372,46126,46302,53527,53415,35225,20412,9625
55103,6367,2957,2787,3096,3466,4273,2918,1895,1044
55105,71562,32673,36110,36031,38941,39246,27107,16013,7259
55107,4982,2139,2015,2375,3007,3492,2636,1629,879
55109,36511,13705,16604,19208,20687,18803,12139,6311,2582
55111,24452,10214,12314,12385,13703,14230,10168,5752,3164
55113,5481,2668,2484,2782,3554,4512,3712,1978,690
55115,14408,5980,6921,7262,9169,9147,7213,4547,1836
55117,45318,20230,23198,23501,26665,27709,18519,11113,5596
55119,7455,2923,3286,3523,4270,4460,3019,2081,1140
55121,11002,4249,5074,5274,5946,5858,4176,2658,1234
55123,12214,4410,4715,4977,6195,6956,4937,3118,1440
55125,6274,2940,2856,3136,4785,5746,5300,3050,1075
55127,42849,27781,20502,21621,25080,25869,18154,9865,4827
55129,4675,1985,2187,2382,3299,3820,3186,1758,740
55131,55899,23220,25970,29326,35916,34029,23206,13004,6492
55133,166066,75938,78277,86212,105920,107547,73161,42942,19848
55135,19574,8340,9521,9926,12381,12713,9363,5828,3221
55137,7480,3285,3824,3806,5529,5867,4777,2640,1111
55139,68561,44972,39713,36890,40685,40346,27680,17812,7701
55141,30940,13894,15439,15014,18887,19741,14495,9045,4643
56001,12954,21261,11129,7053,6557,8025,5356,2885,1389
56003,4896,2061,2146,2058,2527,2901,2425,1280,527
56005,25805,10290,14552,12346,11697,12015,5603,2845,904
56007,7140,3293,3914,3741,3753,4469,2700,1516,529
56009,7174,2869,3368,3270,4068,4129,2458,1493,559
56011,2975,1193,1471,1251,1640,2067,1524,774,253
56013,17550,7798,8770,7963,8442,10153,7723,4497,1662
56015,5397,3241,2859,2959,3103,3762,2853,1666,910
56017,1788,571,791,857,1004,1540,1210,789,186
56019,3678,1657,1395,2167,2109,2465,1951,1082,484
56021,44665,23262,26682,21922,23232,25146,17475,9474,4641
56023,9159,3081,3779,4075,4343,5042,3271,1642,633
56025,35427,17152,21815,18604,17532,20356,12372,6866,3369
56027,995,573,708,466,591,577,507,361,111
56029,12904,6988,7075,6162,7169,9189,7012,3859,1310
56031,3805,1982,2025,1787,2430,3134,2510,1338,564
56033,12669,6065,6791,6777,7123,9431,6565,3171,1896
56035,4541,1619,2228,2649,2570,2808,1900,725,286
56037,23585,10054,12947,11059,10274,11402,6216,3372,1352
56039,10052,3499,8893,6979,6358,6422,4164,1593,990
56041,12045,4634,5291,5669,4979,5801,3544,1457,805
56043,3847,1441,1815,1804,2020,2350,1834,1153,517
56045,2901,1336,1402,1719,1551,2118,1309,835,469
72001,8356,4358,4440,4022,4402,4509,3511,1977,717
72003,17872,10348,10277,10408,11092,11201,8577,4330,1993
72005,25294,14062,14054,13850,14043,15285,13339,7821,2717
72007,12684,6507,6980,7051,6769,6936,5241,3026,1289
72009,10521,5906,5861,5443,6131,6486,4909,2817,1088
72011,12772,7279,7051,7693,7560,7560,6595,3491,1420
72013,41176,24055,23015,23529,24144,23747,21637,12778,5490
72015,9358,4838,4839,5184,4504,4997,4268,2066,933
72017,12282,6819,6771,7396,6504,6472,5705,3180,1287
72019,14918,8078,8003,6678,7617,6942,4831,2560,1141
72021,81136,48509,51043,44740,46770,48098,40954,28190,10682
72023,22361,12463,11774,13440,13183,13016,12407,7591,2779
72025,63960,36340,35582,36161,36071,36344,30257,18360,7472
72027,15019,8218,7851,8250,8611,8024,7014,3325,1849
72029,21523,11569,11213,12385,11996,11283,9083,4777,1974
72031,71406,42564,41103,41661,40926,40585,37484,23108,9777
72033,12447,6967,6932,6045,6416,7334,5523,3424,1657
72035,20262,11181,11073,11323,11758,11695,9681,5226,2392
72037,5752,3360,2924,3062,2955,3052,3165,1672,802
72039,8414,4392,4567,3882,4488,4562,3573,1849,684
72041,17883,9911,9842,10059,10249,10330,7494,3864,1359
72043,18138,8977,10373,10423,10101,10276,7993,3867,1524
72045,9127,5061,5434,4669,5084,4839,3820,1876,986
72047,17761,8837,9768,8655,8941,9044,7172,3837,1626
72049,818,384,620,352,338,414,336,255,89
72051,17479,8341,8646,10463,9442,9188,7568,3956,1428
72053,14957,9094,7842,8389,8364,7994,8128,4564,2369
72054,5743,3119,2893,3472,2920,3256,2698,1361,482
72055,8198,4665,4454,4518,4081,4748,4666,2466,828
72057,21408,11982,12156,11590,10910,11288,9450,5060,2168
72059,9123,4886,5208,4804,4585,5047,4295,2313,1008
72061,36801,22368,23518,22979,24469,25811,20205,12778,5676
72063,21203,10945,11836,12583,12132,10727,8253,4440,1626
72065,19166,10210,10862,11248,10931,10995,9272,4978,1794
72067,6581,3319,3781,4062,3675,4149,4301,2759,1013
72069,25065,13838,13630,14411,14479,15243,13478,7198,2778
72071,19647,10591,11174,11716,11344,11542,9845,5171,2412
72073,7839,4216,4053,3924,3826,4025,2949,1224,816
72075,23121,12187,11464,12033,11942,11454,9196,5460,1754
72077,18783,10208,11285,11697,9990,9738,7729,4076,1754
72079,11169,6361,5685,6076,6561,7000,6090,3392,1549
72081,11975,6771,6857,6448,6774,7024,5827,3185,1356
72083,4081,2369,2024,2113,2276,2422,1922,1099,406
72085,16618,8337,9747,10275,8694,9684,7560,3460,1831
72087,12850,7406,6874,6560,6612,7038,5138,2791,1389
72089,8665,4895,4529,4642,4492,4682,4458,2442,1116
72091,18745,9678,9836,9747,9704,10597,9108,5238,2161
72093,2644,1515,1305,1536,1566,1687,1361,657,399
72095,5582,3244,2926,3019,3251,3506,2888,1701,698
72097,34236,30383,20117,17380,18397,21863,19899,12614,5126
72099,18039,9083,9985,9673,9651,9567,7340,3634,1387
72101,15089,8026,8435,7624,7947,7518,5560,2581,1246
72103,14158,6906,7696,7922,6303,6661,6034,3228,1152
72105,12993,7196,7511,6813,7325,7514,5641,2637,1688
72107,10805,6341,5641,5156,5895,5632,4000,2230,1004
72109,8237,4645,4373,4211,5099,5512,4286,2485,886
72111,10608,5534,5262,5125,5246,5338,3931,2155,730
72113,71453,41829,38547,35449,36157,40786,35038,20361,8195
72115,11633,6290,6283,6227,6552,6332,5517,2783,1223
72117,6055,3216,3331,3823,3884,4191,4000,2336,722
72119,23347,13503,12665,13649,13156,12886,11514,6071,2386
72121,11399,5966,5728,6353,5675,6033,5429,3253,1178
72123,14509,7840,7438,7479,7038,7831,6566,3632,1377
72125,14942,9101,7970,7577,7795,8775,8174,4928,1917
72127,162206,100165,97530,92222,96231,101264,84999,55440,27270
72129,16596,9395,9606,9506,10182,9748,7330,4002,1832
72131,18139,9098,9187,9902,10011,11034,9923,5239,2271
72133,11492,6255,5799,6738,5360,5138,4666,2147,1073
72135,33944,17703,18571,19331,19319,16195,11752,5618,2656
72137,37254,21388,22425,20806,20496,20922,17414,9490,4263
72139,31440,16687,17105,17866,17209,17208,13898,7431,3526
72141,14026,7861,7325,7041,7710,8445,6909,3594,1664
72143,18021,9637,9911,9668,9727,9212,7643,4269,1690
72145,27016,14455,14882,14168,15026,14450,11928,6139,3159
72147,4724,2727,2092,2356,2496,2972,2364,1498,479
72149,11353,6431,5521,5319,5788,6228,4631,2218,859
72151,16068,9025,8465,9199,9548,9805,7926,3784,2103
72153,17375,8974,9422,9457,10028,10672,8571,4620,2346
